episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD
123,1262,25712.253015426762,40,19,1,98,3205.999999999997,10.459587955625992,85.12942419440043,0,2.4300052826201797,0.7571755590773023,1.2238070082761052,0
124,1616,26636.096234629524,40,22,6,88,1972.0000000000007,3.8056930693069306,93.52310231023102,0,0.4434818481848185,0.8250825082508251,1.4026402640264028,0
125,1379,18344.34224180152,40,25,6,88,3546.000000000002,23.95455644186609,56.22431713802271,0,16.847957457094513,0.918540004834421,2.0546289581822577,0
126,1310,12267.58895597085,40,19,9,82,1723.9999999999995,6.081424936386767,91.78117048346056,0,0.1696352841391009,0.9075487701441902,1.0602205258693806,0
127,1149,3197.3744923677978,40,24,11,78,1883.9999999999989,13.598781549173195,78.26370757180156,0,3.9817232375979112,1.2402088772845954,2.915578764142732,0
128,1449,27224.00298634373,40,20,4,92,1807.9999999999986,5.667701863354037,91.50276052449966,0,0.9230503795721187,0.6987577639751553,1.2077294685990339,0
129,1262,10116.436823614551,40,23,9,82,1583.999999999999,8.890649762282093,85.59429477020603,0,2.5356576862123617,1.854199683042789,1.1251980982567353,0
130,1175,18460.206242047952,40,21,3,94,2779.637022603389,10.589665653495441,84.51063829787233,0,1.9696048632218843,1.1793313069908813,1.750759878419453,0
131,1072,12324.993548454673,40,21,4,92,3099.9999999999986,13.392857142857142,77.69189765458422,0,4.490938166311301,1.6524520255863542,2.771855010660981,0
132,1352,25592.73576336923,40,22,2,96,3164.000000000001,12.894477317554243,79.32692307692308,0,5.756903353057199,1.171104536489152,0.8505917159763313,0
133,1296,15646.679881849579,40,20,6,88,2187.999999999999,6.0088734567901225,91.64737654320989,0,0.9066358024691358,0.7619598765432098,0.6751543209876543,0
134,1233,11302.47201657604,40,24,8,84,1509.999999999998,12.165450121654503,83.73884833738849,0,2.10867802108678,0.9529602595296025,1.0340632603406326,0
135,1062,17194.593528627673,40,14,2,96,4435.999999999998,9.887005649717516,86.12456281947809,0,0.4708097928436912,1.069410815173527,2.448210922787194,0
136,1344,14891.22421587448,40,21,7,86,2496.0,9.470663265306122,86.37329931972789,0,3.1143707482993195,0.3613945578231293,0.6802721088435374,0
137,1330,19466.56300307152,40,20,5,90,2261.999999999998,6.889097744360901,90.35714285714285,0,1.2781954887218043,0.5733082706766918,0.9022556390977443,0
138,1514,22970.225994241075,40,21,7,86,1352.0000000000011,5.217965653896961,92.64955652009813,0,0.5284015852047557,0.9718814870730328,0.6321947537271184,0
139,1304,14651.299875143332,40,25,6,88,1873.9999999999986,10.429447852760736,83.28220858895706,0,2.9141104294478533,1.0991820040899796,2.275051124744376,0
140,1172,16504.37422918396,40,19,5,90,2423.0657773485705,8.807356844899505,87.49525976488434,0,0.758437618505878,0.9101251422070534,2.0288206295032234,0
141,988,16915.262580971717,40,17,2,96,5026.000000000003,18.329039381670963,75.36805299963194,0,2.6959882223040115,1.5090172984909824,2.097902097902098,0
142,1300,21447.18778477631,40,20,3,94,2063.999999999993,7.009615384615385,88.46153846153845,0,1.3269230769230766,1.6153846153846154,1.5865384615384617,0
143,1250,14946.457524400028,40,22,7,86,1091.9999999999995,5.68,92.17333333333332,0,1.3866666666666667,0.5466666666666666,0.21333333333333335,0
144,1334,23615.867447289773,40,20,3,94,2830.0000000000036,8.133433283358322,85.21364317841078,0,3.017241379310345,1.52736131934033,2.1083208395802098,0
145,1527,30444.109737469724,40,23,4,92,3003.9999999999977,13.739358218729535,80.02619515389654,0,4.12573673870334,0.3012442698100852,1.807465618860511,0
146,1126,14517.953030123228,40,20,4,92,2553.9999999999964,9.83570159857904,85.00222024866784,0,3.285968028419183,0.8214920071047958,1.0546181172291298,0
147,1266,21321.736444479156,40,22,4,92,2673.9999999999964,12.151132174828858,81.39810426540284,0,3.9889415481832544,1.0005265929436546,1.4612954186413902,0
148,1401,18434.40741774312,40,24,7,86,796.0,4.87152034261242,91.16702355460387,0,0.08922198429693076,1.7309064953604565,2.141327623126338,0
149,1173,347.7989091253325,40,23,12,76,1258.000000000001,7.8601875532821825,88.79795396419436,0,2.2847399829497017,0.4774083546462064,0.5797101449275363,0
150,1424,19973.322496649296,40,20,6,88,1263.9999999999995,4.854283707865169,94.18012640449439,0,0.351123595505618,0.27212078651685395,0.3423455056179775,0
151,1382,18498.181027473278,40,22,7,86,1362.0000000000018,5.511336227689339,91.23251326579836,0,1.9054510371442355,0.5547515677761697,0.7959479015918959,0
152,1342,22065.73502058865,40,18,4,92,3080.0000000000005,8.34575260804769,87.22056631892698,0,1.69150521609538,1.3040238450074515,1.4381520119225037,0
153,1318,3345.380886216459,40,26,13,74,1555.9999999999995,14.79514415781487,68.43702579666162,0,12.746585735963581,2.04855842185129,1.9726858877086493,0
154,1512,25377.51178742912,40,21,5,90,2379.9999999999995,7.435752078609221,88.01965230536659,0,2.2108843537414966,0.7369614512471654,1.5967498110355252,0
155,1191,16996.165636107515,40,18,4,92,4257.19771385378,10.93198992443325,84.50881612090681,0,2.1998320738874897,1.0915197313182197,1.26784214945424,0
156,1440,15730.680282806501,40,19,8,84,3017.999999999997,9.714506172839505,87.9861111111111,0,0.9027777777777778,0.3703703703703704,1.0262345679012346,0
157,1248,11503.442820210457,40,22,8,84,1310.0000000000007,6.049679487179487,90.5849358974359,0,2.2569444444444446,0.6677350427350428,0.44070512820512825,0
158,1548,26662.77609027031,40,20,5,90,3893.999999999999,9.52842377260982,85.89308785529715,0,1.6472868217054264,0.9205426356589148,2.010658914728682,0
159,1293,8814.370707729624,40,20,10,80,1498.0000000000014,5.7617942768754835,91.81167826759474,0,0.6090487238979118,0.9474091260634183,0.8700696055684455,0
160,1268,15124.053732110955,40,21,6,88,1539.9999999999995,4.686795853988284,92.39522307345652,0,0.2816584046867959,1.2392969806219016,1.3970256872465077,0
161,1191,5234.33092356142,40,20,9,82,1621.9999999999986,6.517632241813602,91.0369437447523,0,0.776658270361041,0.45130142737195633,1.2174643157010916,0
162,1365,20805.65881751306,40,26,4,92,2867.9999999999973,22.014652014652015,63.956043956043956,0,10.183150183150182,1.7948717948717947,2.051282051282051,0
163,1005,13002.776458865264,40,20,3,94,1943.9999999999982,8.246268656716419,86.7910447761194,0,1.3432835820895521,1.1194029850746268,2.5,0
164,1270,8184.2645192501095,40,26,9,82,1994.000000000001,8.779527559055119,78.11023622047244,0,9.960629921259844,0.7874015748031497,2.362204724409449,0
165,1125,22285.87921036277,40,10,1,98,5865.466554974889,10.538271604938274,84.93827160493828,0,2.237037037037037,0.5432098765432098,1.7432098765432098,0
166,1251,22952.522351548712,40,22,3,94,3047.9999999999995,12.54996003197442,79.08339994670929,0,6.021849187316814,0.6128430588862245,1.7319477751132428,0
167,1266,8018.704298910068,40,23,9,82,2283.9999999999995,11.21642969984202,81.48499210110586,0,5.529225908372827,0.47393364928909953,1.2954186413902056,0
168,1387,17305.54099076514,40,22,8,84,2578.000000000001,9.817351598173516,83.46551309781303,0,3.6289353520788272,1.0454217736121123,2.0427781783225187,0
169,1650,38517.92288355246,40,16,2,96,2645.999999999999,5.232323232323233,92.68181818181819,0,0.3636363636363637,0.6363636363636365,1.0858585858585856,0
170,1435,18060.11193676451,40,21,7,86,2357.999999999998,8.939771030363366,87.4365355898457,0,1.5828770532603287,0.8262817322050771,1.214534594325535,0
171,1310,12475.679921130826,40,22,9,82,2895.999999999996,13.21882951653944,80.3562340966921,0,3.7150127226463106,1.2213740458015268,1.4885496183206106,0
172,971,14576.659312475304,40,15,2,96,3751.9999999999977,10.42541392695873,85.31252475639705,0,1.006099976233859,1.0298661174047372,2.2260952230056246,0
173,1175,11863.950186660984,40,22,7,86,1463.9999999999998,7.9432624113475185,88.9078014184397,0,1.5602836879432627,0.7092198581560284,0.8794326241134751,0
174,978,16881.52543701833,40,21,1,98,2391.9999999999986,10.984516505988898,81.21530820917323,0,2.9944493134677184,1.3146362839614372,3.4910896874087056,0
175,1398,25335.381821742438,40,23,4,92,906.0000000000007,4.506437768240343,92.46065808297568,0,0.9298998569384835,1.0586552217453504,1.044349070100143,0
